new_id,old_id,EGFR,CDH1,ESR1,GATA3,H3F3B,MKI67,ACTA2,VIM,CASP3,ERBB2,TP53,KRT19,PGR,MYC,FN1,KRT14,SNAI2,MS4A1,VWF,KRT5,CD44,PTPRC,CD68,CD3E,CA9,KRT8,KRT7,TWIST1,RPS6,MTOR
1148,not_cohort,-0.6719,5.347685185,0.4253,0.0897,-1.8183,-0.726,-1.885,-3.810756732,-1.3956,-1.5104,0.4619,0.2842,0.5911,0.1919,0.1782,0.488,-0.8919,1.578,-1.9409,-1.0168,-0.7784,-0.7358,-0.8324,-0.3004,1.076,0.0982,-3.161728,-0.8088,0.2431,0.506
1149,not_cohort,0.3024,-3.513888889,1.062,0.6661,0.2439,-0.5453,1.804,2.482605124,-1.0067,-0.1492,0.3777,0.3024,-0.2822,-0.5438,-0.331,0.3658,0.3684,0.4845,1.9623,0.9542,-0.5625,-1.3025,-0.876,-0.5111,-0.8023,-0.6957,2.981392,0.047,0.0729,0.1205
1150,not_cohort,1.1425,-3.50162037,-0.2659,-0.2278,1.8041,-0.1026,2.0084,3.276342884,-0.9218,-0.2221,0.0034,-0.9437,-0.2158,0.9283,-2.1204,0.5387,0.9484,3.31125,2.638,1.668,0.2061,0.3559,-0.2111,1.4347,-0.4051,-1.5854,4.807056,0.2165,0.3454,0.4112
1151,not_cohort,-0.7711,1.727083333,0.9177,1.0746,1.8616,-0.3376,0.0436,-1.088942968,-0.7672,-0.5168,1.0314,0.3079,0.3461,-0.9172,0.2512,-0.2171,-0.5915,-0.71675,0.0802,-0.7537,-0.7652,-0.5629,-0.7915,-0.1772,-0.7817,0.4427,-1.544688,-0.6458,0.0491,-0.0464
1152,not_cohort,-0.8252,-1.859027778,1.1227,1.4868,1.5286,0.7707,2.5822,1.078069848,-0.0405,0.0144,0.0905,0.7483,-0.694,-0.3559,1.9939,-1.4858,0.1546,0.451,0.3706,-0.3814,-0.9846,-0.1821,0.7194,-0.8366,-0.9802,0.0046,-0.554336,1.8081,-0.3704,0.9229
1153,cohort,-0.1388,-0.920781893,0.92,0.2075,1.1145,0.0265,1.3006,0.268457333,0.1874,-1.1823,-0.2189,-0.2978,2.8345,0.6738,1.5583,-0.4216,0.4477,0.66275,-0.7675,-0.5245,-1.6312,-0.5515,0.5034,-0.9574,-0.2909,0.2893,-2.605216,-0.341,0.4455,-1.7512
1154,not_cohort,0.5442,-1.054398148,-0.785,-0.3836,-0.5903,-0.0301,-0.7684,3.448410008,-1.5604,-0.045,0.0873,0.3212,0.4645,1.6096,2.0898,0.598,1.4614,0.13575,0.8168,-0.224,0.9459,0.0112,1.2004,-0.2817,0.6008,0.835,0.167552,2.1757,-0.6941,1.0521
1155,not_cohort,0.2709,-1.426157407,0.5125,0.7799,2.4648,-2.444,-0.6616,2.8338069,-1.2981,-0.3421,-0.1056,-0.0248,-1.1457,0.2284,-0.9726,-1.0948,0.3506,-2.18375,1.9448,0.121,0.1706,0.9694,0.4854,0.501,-0.2211,-0.9236,1.234064,0.54,0.5189,-1.675
1156,not_cohort,-0.0258,0.633564815,0.5914,0.1804,0.8003,-0.516,1.804,0.865500352,-2.4497,-0.3498,-0.983,-0.2039,-0.7794,0.8838,2.1468,0.2461,1.288,-3.50275,-0.5448,-0.0445,-0.9558,-1.1274,0.062,-0.5656,1.8945,0.0933,-0.133008,0.4365,-0.421,0.6285
1157,not_cohort,-0.5585,-1.769444444,0.6903,0.6314,-0.6254,0.663,-2.3258,0.656192792,0.6476,0.017,0.6456,0.8663,0.7714,-0.4603,0.2724,0.8318,-0.186,0.37325,-0.6121,-1.005,0.6794,0.089,0.0445,-0.415,-0.4035,2.0574,-1.861296,-1.3521,-1.3679,1.6457
1158,cohort,0.3376,-1.962705761,0.1893,-0.0448,-1.2245,0.8181,1.17,1.293683818,-0.568,-0.7862,0.7729,-0.2913,1.6684,0.4933,1.5542,-0.8184,1.9116,-1.58275,0.0952,0.8167,0.0617,-0.0484,0.2729,-0.0243,0.1361,0.6092,2.55408,1.1331,-0.1439,-0.2478
1159,not_cohort,-0.0857,-1.392592593,0.793,0.5444,-1.6486,0.84,-0.8206,2.071601188,-0.8158,-0.5158,1.1283,0.8257,-0.6447,-0.2162,1.0893,0.577,0.4849,1.097,-0.4221,-0.4207,0.1737,0.2107,0.4512,-0.8936,-0.6626,0.5811,-0.894608,0.2831,1.1198,-0.6193
1160,not_cohort,1.4211,0.505555556,0.6571,0.0512,-0.1118,-0.0868,0.739,-1.885670836,0.0372,-0.1081,-0.9507,-0.0061,-0.5749,-1.0748,-0.934,0.4016,-0.1407,-0.35975,0.4238,0.6527,0.868,-0.4126,-0.81,2.0416,-0.8067,-0.1868,2.833424,-0.8688,-0.8856,1.1767
1161,not_cohort,-0.7465,-2.236342593,0.8602,0.2345,0.447,-0.0591,-0.8672,-0.00271828,-0.9696,0.1055,-0.596,0.6288,1.4594,0.4066,-0.1519,0.3199,-0.2971,2.13375,0.4828,-0.5652,2.7047,0.2323,-0.9337,0.4963,-0.7993,0.5539,-1.696464,-0.1531,-0.0651,0.8079
1162,not_cohort,-0.1528,-1.261805556,0.9178,0.454,0.1863,-0.4486,1.6162,0.865500352,-0.8207,-0.4985,1.023,0.3179,0.1588,0.4367,0.5717,0.3591,0.2381,-2.29925,0.71,0.5848,1.2125,0.4222,0.3119,-0.527,-0.6132,-0.1768,1.069232,0.6453,-1.2388,0.3923
1163,not_cohort,-0.0406,-3.473148148,0.8185,0.4492,0.241,-0.5311,1.3006,-0.155757444,-1.2743,0.0271,0.6615,0.6406,0.9388,-0.618,-0.4426,0.4978,0.1151,-2.5565,0.9195,0.8295,0.9832,-0.5537,-0.9284,-0.3933,-0.4524,-0.5597,2.725168,-0.6487,0.0487,-0.2033
1164,not_cohort,-0.2738,1.677777778,0.3921,0.7524,0.1324,1.185,0.2548,-3.42911022,-0.5956,0.5975,-0.0226,0.9215,-0.012,0.8952,-0.1224,0.0347,-0.6807,-2.33975,0.5289,-0.3699,-0.7387,-0.6679,-0.6929,-0.4887,-0.7921,1.768,-1.24032,-0.7364,-1.489,-0.358
1165,not_cohort,-0.5743,-1.075,0.3611,-0.0304,1.8431,0.8735,-1.6238,-0.623573432,0.6455,0.5537,-1.4798,-0.4565,-0.7281,0.5721,0.1532,-0.6107,-0.0882,-2.04275,0.4828,-0.4316,0.0247,2.5473,1.2004,1.3758,-0.4814,-1.0993,-0.197744,-0.7411,-0.9675,0.3188
1166,not_cohort,-0.1218,-3.631944444,0.8239,0.4147,-0.6441,-0.4463,0.9382,2.071601188,-0.8427,-0.4512,-0.4922,0.5006,0.6038,1.1766,0.7475,-0.0891,0.1767,1.70275,-0.2124,-0.3007,0.6543,-0.5555,0.8033,-0.7387,-0.6523,-0.1133,0.002176,-0.0607,-0.4278,0.3381
1167,not_cohort,-0.0374,-1.147453704,0.6227,0.6692,0.8713,1.2123,-2.0036,-2.019138384,-0.982,-0.6287,0.5043,0.599,0.1731,1.2762,-0.6166,-0.4959,-1.0662,1.2055,0.1975,-0.0314,0.7136,0.1735,0.7211,-0.2914,-0.3591,0.2665,1.31512,-1.4119,0.8037,-1.3425
1168,not_cohort,0.6723,-0.792824074,-1.641,-1.7339,1.2844,-0.2558,1.6162,3.117051676,0.2189,-0.9044,-0.071,-1.1901,-0.4366,0.6759,-0.0698,-0.0988,1.2534,3.0455,1.4336,1.2493,-0.0671,1.8605,1.4637,2.1105,-0.2848,-1.7697,3.555856,1.441,0.2567,0.361
1169,not_cohort,-0.4741,-1.650462963,0.5837,1.0587,0.166,-0.1331,0.649,2.071601188,-1.5254,-0.0141,0.16,0.5283,0.3066,1.077,1.6791,-0.1557,1.2157,-5.6555,0.5339,-0.8149,1.4423,0.497,1.5773,-0.6301,-0.676,0.5555,-1.629824,0.158,0.2385,-0.2228
1170,not_cohort,-0.4141,2.944675926,0.6252,0.2299,-1.1375,0.02,0.181,-2.668535476,-0.0956,-0.1621,-0.6074,0.1346,-0.4201,-1.6521,-0.198,0.9775,-0.7119,-0.3915,0.1192,0.8612,0.6198,-1.5193,-1.3791,0.3071,-0.2522,0.6529,2.60304,-0.7327,-0.962,1.1081
1171,not_cohort,-0.3552,-2.44212963,0.8532,0.8073,-0.2823,0.2578,2.0084,1.223226,-0.6577,-0.1892,0.2932,0.3957,0.3436,-0.6944,0.9298,-0.7582,0.749,-4.7555,0.0802,0.0585,-0.6591,-0.7397,0.7725,-0.5578,-0.6642,-0.2723,0.859248,-0.2747,-0.2878,0.1445
1172,not_cohort,-0.4169,-1.279861111,1.0414,0.1563,-0.5617,0.1605,0.739,1.300968808,-0.2402,-0.5582,0.2025,-0.1059,1.1157,-0.5448,1.0097,-0.4167,1.3565,1.06875,1.3334,-0.8621,-0.2884,0.1144,0.2089,-0.213,-0.6968,-0.7569,-2.946576,-0.0904,-1.1905,0.6094
1173,not_cohort,0.2819,-1.088425926,0.5819,0.6919,0.742,0.2779,2.0084,1.383060864,-2.1294,0.0036,-0.5836,-0.2727,0.4385,0.6093,-0.941,0.2208,0.7558,1.01025,1.2508,1.6138,0.562,-1.038,-0.2731,0.096,-0.39,0.0733,4.674048,-0.31,0.8923,0.4303
1174,not_cohort,-0.1054,-0.577777778,0.8317,0.913,0.4455,-0.9025,1.4486,0.724965276,-1.1103,0.4172,0.1161,0.6535,0.4025,-0.404,0.3288,0.1542,0.3601,-1.53475,0.3899,-0.5814,-0.0372,-0.4091,-0.2447,-0.1956,-0.3186,1.6677,-0.233104,0.6094,-0.5331,0.1264
1175,not_cohort,-0.1784,1.44837963,0.4483,0.7097,-0.2915,-0.4732,2.0084,-0.055452912,-0.0618,-0.8083,0.756,0.2199,1.8212,0.0958,0.2678,-0.0903,0.7213,2.0165,0.2227,0.0625,-0.3539,-0.7007,-0.088,-0.1963,-0.457,0.903,1.317024,0.1049,-0.3472,0.409
1176,cohort,-0.3457,-2.136059671,1.1157,0.7878,-0.6816,0.1157,0.2548,0.558769637,-0.6429,-0.0312,-0.1432,-2.8002,0.782,-1.3687,-0.1119,0.6794,1.0301,-0.98875,-0.1024,0.3433,-0.8071,-0.7919,-0.6993,-0.7442,-0.5849,-0.5042,2.63024,-0.912,0.0258,0.0326
1177,not_cohort,-0.6699,-0.978240741,0.8444,1.1403,-0.2317,1.0575,-0.5002,-1.124552436,-0.6348,-1.3723,-0.9392,0.1202,-0.1701,0.4082,-0.7555,-2.2949,-1.0545,-0.205,0.6984,-0.9921,-0.474,-0.3285,-0.1164,-1.41,-0.7393,-1.2344,-1.933648,-0.4341,-0.8397,0.4805
1178,not_cohort,-0.6557,-0.661111111,0.8937,1.0759,1.6692,0.9765,-0.7174,-0.66461946,-0.2283,-0.6563,-0.053,-0.7408,1.1135,0.8807,0.1832,-1.6478,0.0426,1.62325,0.4626,-0.1462,0.695,-0.4133,0.0081,-0.6661,-0.8257,-0.9733,0.685712,-1.3355,-0.0146,-2.6929
1179,not_cohort,-0.5314,-0.263657407,0.3991,1.0884,-0.811,0.7225,0.9382,1.461890984,0.0848,-0.2198,0.4088,0.2797,2.1514,0.6271,0.3445,-0.4976,0.6157,-0.206,-1.3571,-0.4818,-0.8941,-0.5388,0.7867,-0.7641,-0.7027,-0.6657,-1.642608,-0.1064,-0.2916,-0.2822
1180,not_cohort,-0.2791,-2.008564815,0.4071,0.8719,-0.5798,1.1351,0.404,1.629065204,0.7351,-0.9371,-0.5237,-0.2255,-0.7338,-0.6801,-0.3975,-1.6383,-0.2356,-1.1565,1.825,-0.8885,0.4145,0.1471,0.0256,0.373,-0.9048,0.2048,-2.323424,-0.3395,-0.8647,-0.1457
1181,not_cohort,-0.0321,-0.085416667,1.1201,1.3267,-0.0063,-3.2713,-1.9726,-3.342668916,-0.1884,0.0988,-0.9911,-0.185,-0.9009,-0.6527,-1.5535,0.105,-0.6494,-1.412,0.6265,-0.7479,-0.5068,-0.8197,-1.2928,-0.8134,-0.1756,-0.3219,-1.69048,-0.5205,-0.7153,0.4657
1182,cohort,0.0427,-2.546553498,-0.3038,0.5722,0.536,-0.4815,2.5822,-2.167882666,-2.2234,0.7647,-0.5905,1.1659,-0.1711,-1.6625,-0.1526,1.0527,0.4032,-2.4005,0.0125,0.3655,-0.2057,-0.8998,-1.1905,-0.4861,-0.019,0.9335,1.682048,0.6968,-1.3031,1.2754
1183,not_cohort,-0.4991,-1.395601852,0.8607,1.4987,0.34,0.9109,-3.4088,-4.5123448,-1.7024,-0.1479,-0.8053,0.686,0.292,-0.5327,-0.7325,0.0849,-1.5292,0.536,-1.7822,-0.9727,-0.0298,-0.0781,0.3569,-0.7667,-0.86,0.2465,-2.570128,-1.9877,-2.3282,0.5424
1184,not_cohort,0.0008,-0.94537037,1.1439,0.9632,-1.3437,-1.6728,0.567,2.268132832,-1.5906,-0.1672,-0.0649,0.5558,-0.311,1.4281,-1.1,-1.285,-0.1843,-0.30475,2.0801,0.1364,0.9907,-0.653,-0.3891,-0.6702,-0.7999,-0.5656,0.84184,0.8611,0.6188,-0.6357
1185,not_cohort,-0.3382,-0.817592593,0.6404,0.1166,-0.7306,0.7399,2.2626,0.865500352,-0.5337,-0.9215,0.0987,0.7807,1.5824,-0.6253,1.412,0.918,-0.1161,-2.3385,-0.9054,-0.5484,-1.4084,-0.1521,0.9284,-0.7646,-0.7545,1.792,-2.529328,1.091,-1.459,-1.2498
1186,not_cohort,-0.4744,-3.06875,0.7677,0.8476,0.0812,-2.4358,-1.3612,-2.121889368,-0.6056,0.533,-0.3953,0.7816,-0.0786,-1.3757,-0.2172,-0.74,-0.7883,0.538,0.9059,-0.6298,0.3327,0.1352,-0.1559,0.1256,-0.9819,-0.1878,-1.647776,-1.0766,-0.7476,-0.3955
1187,not_cohort,-0.7185,0.403472222,0.7808,0.5404,2.4054,0.4581,1.6162,0.465641364,-0.1641,-0.6031,-1.3605,-0.4962,-0.1218,1.2961,0.9471,-1.6462,0.5163,-2.301,0.1314,-0.1979,-1.0096,-0.0438,0.3975,0.1456,-0.6024,-0.317,-0.289408,0.7881,-0.5052,0.0744
1188,not_cohort,-0.7172,-0.592361111,0.6781,1.0192,1.0476,1.4207,1.6162,-0.623573432,-1.0935,-0.696,-0.6707,0.7364,-0.3039,1.3491,0.1236,-0.5406,-0.4067,-1.0015,-0.4193,0.1505,0.0278,-0.4348,-0.5048,-0.8571,-0.5815,-0.5772,0.612816,0.573,-0.1343,-0.6679
1189,not_cohort,-0.1245,-1.430787037,0.6498,0.8465,-0.2506,0.0523,2.2626,0.93644746,-0.527,1.1089,0.6324,0.8568,-0.5888,-0.0038,1.778,0.4353,1.2373,-2.198,0.2397,0.4577,0.8953,-0.0747,0.457,-0.2655,1.5045,1.5219,1.817232,0.5685,-0.4347,-0.8296
1190,not_cohort,-0.8181,-0.959259259,0.961,0.2299,0.1756,0.7225,0.0436,0.656192792,-1.7763,-0.5772,0.1906,-0.9601,0.9518,1.5003,0.0971,-0.8942,0.9385,0.1755,-1.0403,-1.0775,0.6111,-0.3743,1.6578,-0.6575,-0.4025,-0.4894,-3.227824,-0.5027,0.3087,0.5943
1191,cohort,-0.4993,-0.786779835,0.8059,0.6745,0.2509,0.9151,1.3006,-1.03207655,0.1048,-0.1594,0.1018,0.9001,-0.8192,0.8102,0.3982,-1.9739,0.162,0.67325,-0.2379,-0.7295,-0.4913,-0.3436,0.3356,-0.3398,-0.5414,1.3585,-2.144176,-0.0849,-1.9945,-0.0895
1192,not_cohort,-0.9715,-2.167592593,0.7673,0.5034,0.7336,1.3326,-3.1822,-2.338536284,-0.4723,0.4096,-1.0222,0.8584,0.923,1.0637,-0.5037,-2.5348,-0.6255,1.17625,-1.2582,-0.846,-0.086,-0.0911,0.9758,-0.7506,-0.3974,0.1236,-2.908768,-0.3566,-1.1823,-1.13
1193,not_cohort,-0.4032,-1.227777778,0.9619,0.6903,-1.0704,0.3168,1.804,0.792106792,-0.3309,0.2084,0.7327,0.617,1.4428,-0.5164,-0.2124,0.6695,-0.0662,2.18575,0.7269,-1.011,1.443,-0.4737,-0.1736,0.4737,-0.389,0.1412,-2.47384,-0.486,-0.4945,2.0337
1194,not_cohort,-0.7069,2.482407407,0.983,0.6857,1.813,0.5355,0.9382,-0.977493488,-0.2951,0.1444,-0.3494,0.3261,-1.1975,-0.3791,0.2621,0.4104,0.1558,-1.6215,0.1434,-0.4542,0.8409,0.3013,0.6946,1.1172,-0.5556,0.4592,-1.707616,-0.5071,-1.5026,1.6985
1195,not_cohort,-0.7831,-0.079398148,1.0307,1.2312,0.317,0.6213,-3.0056,0.792106792,-0.586,-0.0116,0.4065,0.5387,0.8691,0.5955,0.1128,-2.526,-0.8712,0.081,0.1112,-0.7286,-1.7588,0.4286,0.6582,-0.6929,-0.1464,0.2477,-1.630912,-0.392,0.4871,-0.8349
1196,not_cohort,0.2039,2.192361111,0.5912,0.8063,0.2888,-1.6507,1.17,2.268132832,-1.3071,-0.6765,-0.7184,-0.3899,0.5259,0.7099,-0.3777,0.2822,1.4622,-1.7345,0.9059,-0.3561,-0.4642,-0.3923,-0.1864,-0.1949,-0.2921,-1.0802,-1.096704,1.2549,0.0436,-0.9386
1197,not_cohort,-0.4924,-0.277546296,0.5487,0.5663,-0.0113,0.5178,0.3276,1.078069848,0.8241,-0.2693,-0.4048,-3.5119,-0.9562,0.6445,1.5361,-0.2138,0.0596,-1.02875,-0.1057,-0.5608,1.0306,0.0158,1.6107,-0.095,1.032,0.456,-1.172048,1.3284,0.2596,-0.4737
1198,not_cohort,-0.761,0.830324074,1.1595,1.3327,1.1428,0.2569,-2.1464,-3.953466432,-0.4472,-2.2836,0.5551,0.9531,-0.5834,0.8259,-0.159,0.5364,-1.1899,-0.58625,-0.9143,-0.9439,1.6471,-0.8068,-0.5102,-0.5411,-0.5175,1.2965,-3.150848,-1.1666,0.2248,0.5725
1199,not_cohort,-0.6631,0.248842593,1.1577,0.6901,0.8587,0.1985,-3.4862,-5.344410308,-0.4137,-0.0927,0.4645,0.1306,1.3011,0.6141,-0.584,-0.1999,-1.3297,-0.04025,0.5982,-0.9469,-0.0195,-0.5527,-0.9269,-0.5946,-0.5533,-0.2152,-2.31472,-0.7409,-1.858,0.4428
1200,not_cohort,-0.6377,2.263194444,0.8479,0.0975,-1.9569,1.4862,-1.9726,-0.53550116,-1.2862,-0.7651,0.5888,0.4038,0.2869,1.254,-0.1331,-2.2128,-0.1354,0.52875,-0.3619,-0.8469,-0.3166,-0.2514,-0.2084,1.109,-0.8966,-0.8079,-3.114672,0.0559,-1.1026,1.4533
1201,not_cohort,-0.3676,-0.519907407,0.9351,0.3778,0.219,0.5494,1.049,-0.578721812,-0.3529,-0.1148,-0.4811,0.6747,-0.7508,0.2258,0.8109,-0.5197,0.2661,-1.65975,-0.109,-0.9257,-0.7253,-0.699,0.2073,-1.2481,0.242,1.422,-2.56088,-0.1779,-1.2005,-1.5816
1202,not_cohort,-0.8866,1.603009259,0.9167,0.6118,-0.8873,-0.1218,-1.2322,-5.576279592,0.5475,-0.0523,-0.6041,0.3464,-0.3791,-2.0894,-0.6528,0.4923,-0.4181,2.22,-0.2692,-0.6272,-0.8673,-0.9974,-0.6155,-0.6374,-0.5786,-0.1925,-0.152864,-0.8997,-1.733,1.0474
1203,not_cohort,-0.2065,-1.46087963,0.4509,1.3276,0.7693,1.2065,1.3006,2.372242956,0.8116,0.4164,0.2648,0.8356,-0.9834,-0.49,1.5956,-1.9319,0.6138,0.16575,0.4677,-0.3704,0.6016,-0.1935,0.5765,-0.1747,0.0541,-0.0468,-1.201696,0.2144,-1.5297,2.2164
1204,not_cohort,-0.744,-0.836805556,0.9844,0.9769,2.1154,1.2842,-2.374,-3.566111532,0.2376,0.6234,0.5328,1.3094,-0.0226,0.8989,-0.8861,-2.7959,-1.7175,-0.727,-0.4501,-0.8483,0.6417,-0.4686,-0.7218,-1.0357,-0.4969,0.2993,-3.1892,0.5676,-1.1291,0.2217
1205,not_cohort,-0.7104,-1.041666667,0.6575,0.6558,0.0167,-2.3008,2.5822,2.59052084,-0.0387,-0.7663,-0.5799,-0.6876,-0.2244,-1.1541,1.3195,0.0361,0.5778,-5.34625,0.0384,-0.883,0.1002,0.2327,0.9017,-0.6513,-0.4536,-0.9539,-2.8492,0.0407,-0.1766,-0.2129
1206,not_cohort,0.2743,-3.249768519,0.0169,0.0405,-0.0935,0.0404,1.804,2.8338069,-0.2884,-1.1546,-0.8212,-0.2498,1.0446,1.2372,-0.0155,0.1036,1.0424,3.04125,0.6039,0.7365,-0.064,0.0995,1.1437,-0.1859,0.0197,-1.2969,3.929584,0.6154,0.7316,-0.3392
1207,not_cohort,0.4008,-2.278240741,1.0414,0.8197,0.2383,0.3543,1.6162,1.14983244,-1.2593,-0.4138,1.5029,-0.3299,-1.1033,0.8211,0.1331,0.0942,0.6132,0.47575,1.3428,-0.4256,1.1171,-0.2067,0.4126,-0.79,-0.2036,-0.7223,-0.696592,0.0534,-1.3429,-0.1686
1208,not_cohort,-1.0175,-1.701157407,0.6598,0.6361,-1.154,0.1405,0.483,1.54398304,0.8747,-0.547,-0.6242,-0.5558,-0.9043,-0.1596,0.8854,0.6569,0.8409,-0.28225,-0.8547,-0.7195,0.4389,0.104,0.7205,-0.0041,-0.529,-0.8503,-2.780384,-0.2191,0.0782,-0.2051
1209,cohort,-0.1972,-3.318158436,0.6017,1.1704,-0.288,0.369,1.6162,1.954878245,-0.8887,0.12,0.5645,-0.0194,-0.3347,-0.5843,-0.6022,-0.5101,0.6998,1.45525,-0.8902,0.7009,0.2272,0.863,-0.1521,-0.9781,-0.8907,-0.4388,4.050352,-0.0704,0.7339,-0.9697
1210,not_cohort,-0.8493,-1.205555556,0.855,0.7186,1.7783,0.3466,0.0436,-0.623573432,-0.532,-0.0405,0.325,-3.122,0.4884,-0.8722,0.3591,0.4476,-0.3671,5.87775,-0.5263,-1.0569,-1.3306,-0.9538,-0.9065,-0.8863,-0.4167,0.3838,-2.782016,-0.9449,-0.2582,0.3003
1211,not_cohort,-0.7814,-0.617592593,0.767,-0.0092,0.9925,0.3949,0.739,2.97108004,0.6156,-0.8254,1.6963,0.6371,-0.24,0.3775,1.2368,-2.3887,0.7531,-6.129,-2.1233,-0.8925,1.2185,0.3385,2.4638,-1.0176,-0.064,0.2954,-3.295552,-0.0934,-0.0582,-0.8736
1212,not_cohort,-0.8912,-1.414814815,0.791,0.3113,0.3775,0.2799,-1.6604,-2.09715302,-0.6609,0.1792,-0.3534,0.2118,2.9161,-1.009,-0.0193,-0.227,0.7681,-0.54575,-0.7419,-0.9216,1.1909,-0.731,1.1579,-1.373,1.2442,0.0579,-3.342336,-0.5461,-1.6299,1.5884
1213,not_cohort,1.7952,-1.61712963,0.1073,0.266,-0.3679,-0.1799,0.567,1.383060864,1.1921,-0.7022,-1.4308,-0.149,1.4551,0.8611,0.2673,0.4466,1.2295,0.707,-0.6424,-0.0018,-0.6945,-0.8098,0.3692,0.0734,-0.1031,0.1358,2.016336,0.1786,0.3599,-1.7755
1214,not_cohort,-0.1553,0.003703704,0.5945,0.6332,0.8337,1.1471,0.483,0.865500352,-0.2267,-0.2431,0.242,0.4413,1.4183,-0.3772,1.9417,0.3946,0.4254,0.601,-1.1868,-0.9465,-1.4962,-0.8048,-0.4393,-0.8925,0.7993,0.7407,-2.10936,-0.1414,-0.5909,-0.427
1215,not_cohort,-0.0793,-2.769907407,-0.0242,0.2612,-0.416,-0.7203,1.804,1.223226,0.5894,-0.1537,-0.5045,-0.1219,-0.9216,1.1709,-0.2524,0.6794,-0.1296,1.1865,1.1995,-0.787,-0.2505,-0.4541,0.3585,0.5255,-0.7297,0.5185,0.121584,0.2965,0.7712,0.2631
1216,not_cohort,-0.5316,-2.32962963,0.5354,0.3156,-0.0302,0.2501,1.3006,2.70876602,-0.1113,-0.6111,0.934,-0.3359,0.7032,0.0678,2.4607,0.2145,1.4614,-2.19925,-1.215,-1.1663,-0.6264,-0.2922,1.0412,-0.4643,-0.6091,-0.2155,-3.218304,0.3289,-0.2776,-0.6009
1217,not_cohort,-0.4735,-2.071296296,0.2646,0.3478,0.4826,-2.3704,0.181,1.078069848,1.0314,0.1407,1.1521,0.5714,1.6376,0.266,1.0751,0.6056,0.683,-4.1175,-1.4444,-0.9451,-0.8118,0.1658,1.3826,-0.4899,0.1844,0.7349,-2.975408,-0.3913,0.0119,-1.5717
1218,not_cohort,-0.971,-0.594212963,0.8411,0.2842,0.1824,1.2782,0.0436,0.865500352,2.1472,-0.4821,0.1529,1.0655,-0.6941,-0.5431,0.2083,0.4414,-0.6073,-0.3555,-1.8183,-1.1163,-1.133,0.0186,0.8835,0.4538,-0.4632,1.3355,-3.410064,-0.2517,-0.6996,0.4428
1219,not_cohort,-0.4739,-2.859722222,-0.3967,0.0092,-0.7818,0.264,2.0084,2.97108004,0.7187,-0.1596,0.7129,0.2241,1.3123,-0.8455,0.9023,0.7011,1.1942,-0.08975,-2.0937,-1.0863,-0.0012,0.1483,1.1896,-0.9302,-0.3512,-0.3949,-3.179136,0.5406,-0.1955,-0.0444
1220,not_cohort,-0.5986,-1.082175926,0.5599,0.5072,0.9606,1.6147,1.804,-0.00271828,1.3375,0.297,0.1297,0.7713,-0.6843,-0.1238,1.0148,-2.2557,0.4612,-2.72575,-0.6399,-0.7507,-0.962,-0.8213,0.1528,-0.6139,-0.6432,1.4835,-1.466624,0.6991,-0.4138,-0.2612
1221,not_cohort,0.0741,2.257407407,0.4082,0.399,-0.2589,0.2395,-1.855,3.117051676,-0.7479,-0.9682,0.1198,-0.6429,0.6797,-0.2661,-0.8557,-0.0676,0.3539,-2.5105,1.1032,-0.7834,-0.3385,-0.0806,0.5969,0.931,-0.2644,-0.5118,-3.629024,-0.0023,0.2286,0.5125
1222,not_cohort,-1.2742,-1.973148148,0.7137,1.0234,0.5009,1.3082,0.567,0.724965276,0.2004,-0.0782,0.043,-3.3357,-0.0581,-0.0857,-0.074,0.5563,-0.162,3.2795,-0.6916,-0.8337,-0.5296,-0.374,-0.5628,-0.5487,-0.9572,-0.4991,-1.848784,-0.6325,-0.0123,-0.2974
1223,not_cohort,-0.2686,-3.109259259,0.787,1.1909,1.1714,1.3916,-2.9312,-4.242963252,-3.4485,-1.2906,0.8042,0.5382,-0.0384,1.2519,-0.9033,-0.3352,-1.7083,-1.782,-1.1691,-1.0191,1.4747,-1.1353,-0.4074,-0.2749,-0.3863,-0.0577,-3.358656,-1.0014,-0.6291,-0.7147
1224,not_cohort,-0.5613,-1.665277778,1.0397,0.6317,0.7503,1.2897,-2.3258,-1.35778086,-1.0067,0.5484,-0.6365,0.3178,1.3311,0.2361,-0.6321,-1.1197,-0.8739,1.33125,0.292,-1.0293,0.9899,0.083,0.2961,-1.0407,-0.8882,-0.6466,-3.447056,-0.9585,0.1112,0.3817
1225,not_cohort,-0.4105,-2.304861111,0.7799,0.7636,-0.6201,0.2319,1.17,1.710885432,0.0444,-0.0814,0.1214,-0.106,-0.5088,1.1762,-0.4485,-1.2944,0.5738,-0.12325,0.3103,-0.2068,2.3557,0.8153,0.4657,0.1111,-0.3994,-0.9482,1.772896,0.3081,0.2516,-0.2169
1226,not_cohort,-0.08,-2.084490741,0.8886,0.4834,0.0295,-2.2212,-1.1044,0.93644746,1.2403,-0.7188,-0.3142,-0.3642,0.6849,-0.5964,-0.7129,0.6405,-0.08,0.58325,0.8229,-0.0094,-0.0477,0.0382,0.2479,0.1865,-0.7117,0.0817,0.919088,-0.3963,0.2454,-2.0979
