index,clinical,EGFR,CDH1,ESR1,GATA3,H3F3B,MKI67,ACTA2,VIM,CASP3,ERBB2,TP53,KRT19,PGR,MYC,FN1,KRT14,SNAI2,MS4A1,VWF,KRT5,CD44,PTPRC,CD68,CD3E,CA9,KRT8,KRT7,RPS6
TCGA-AR-A1AM,cohort,0.0598,0.0048,0.0853,0.8106,0.0012,-1.8809,0.8346,0.1864,1.2499,0.5639,-0.1383,0.8565,0.2378,-0.5126,-0.5228,1.0035,0.2005,0.16355,-0.0766,0.8046,0.1879,0.1139,0.4139,0.2372,-0.756,0.5527,0.698,0.0955
TCGA-AR-A1AN,not_cohort,0.4678,0.0665,0.2801,0.1217,-1.2119,0.0477,0.4952,0.568,-1.0078,-0.6927,-1.2419,-1.0588,1.1891,0.3188,0.998,-2.3261,0.6966,0.0202,0.75,0.1082,-0.943,0.1266,0.4453,-0.1013,0.0537,-0.6131,-2.4827,0.9623
TCGA-AR-A1AO,not_cohort,0.9774,0.1208,-0.9952,-0.8887,-0.2159,0.0985,0.3926,1.6094,0.3739,-0.9624,-0.0489,-0.7688,-0.1322,0.4931,0.3096,0.7744,1.1374,1.0868,1.5686,0.3673,0.6275,1.7483,3.5097,1.2475,0.4012,-0.9798,0.7957,0.0291
TCGA-AR-A1AP,not_cohort,-0.0771,-0.3358,0.4937,0.8984,0.0281,0.2964,0.0694,-0.3768,0.2745,0.0255,-1.8336,0.4384,-0.1863,-0.8209,0.9057,0.5315,-0.5154,-0.4813,0.0511,1.1172,-0.8116,0.1626,0.6937,0.0289,0.3806,0.6675,0.2802,-1.1707
TCGA-AR-A1AS,not_cohort,-0.4829,0.9075,0.6312,0.4346,-0.4449,-0.1712,0.0468,-0.4196,-0.2918,-0.1698,0.4746,0.363,0.9809,-0.1364,0.8672,-0.4506,-0.031,-1.713,-1.5782,0.5259,0.4772,-1.0364,0.2282,-2.3124,1.5975,0.7387,-0.6497,0.4309
TCGA-AR-A1AU,not_cohort,1.1316,0.8141,0.2762,0.3601,0.35,0.4788,0.4564,0.1274,-0.6491,-0.1269,-0.2879,0.546,1.2312,1.673,0.573,0.7241,0.9871,-0.7892,0.8857,-0.0301,2.5157,-0.3052,-0.0122,-0.2592,0.2962,0.8764,0.9428,0.0349
TCGA-AR-A1AV,not_cohort,-0.3828,1.0338,0.9107,0.3088,0.1666,-0.1739,0.0871,-0.5801,0.2321,0.1571,0.5071,-0.3132,0.9664,-0.4208,0.7836,-2.3437,-0.2576,-1.3198,0.0569,-1.5372,-0.1132,-0.4372,-0.1404,-1.2518,-0.9749,0.0369,-2.1545,-1.2443
TCGA-AR-A1AW,not_cohort,0.0905,-0.3747,0.4241,0.0929,-1.1205,1.2379,-1.683,-0.0414,1.5705,-0.4286,1.0209,-0.5822,0.6935,0.9296,0.2473,-0.6513,-0.1019,2.6092,0.3057,-0.1121,0.3792,2.5726,1.8247,1.934,-1.1127,-1.2921,-0.3118,-0.8126
TCGA-AR-A24H,not_cohort,-1.0657,-0.3339,0.5561,0.5502,0.2879,1.0404,-1.8422,-1.2315,-1.1452,0.3433,-3.3654,0.6503,0.2137,2.0707,-0.2201,-1.4514,-1.2936,0.0324,-0.5425,-0.0894,-1.2224,0.5301,0.2573,0.2486,-1.0838,-0.7864,-1.1741,-0.0645
TCGA-AR-A24K,not_cohort,-0.7085,-0.0547,0.6164,0.5237,-1.0451,0.705,-0.5098,-1.6677,-0.7781,-0.177,-2.4381,0.592,1.228,0.9975,-0.0101,-0.6681,-0.4695,-1.6644,-1.497,-0.1011,1.5095,-0.9289,-1.4796,-1.3618,0.1805,-0.0785,-0.8846,2.1475
TCGA-AR-A24L,not_cohort,0.2714,0.8003,0.5011,0.4051,1.8823,0.6116,0.472,0.1986,2.1056,-0.0755,-0.4745,0.2737,0.8004,-0.3333,1.2963,0.2899,1.2231,-0.8702,0.3653,-0.8774,0.177,-0.2497,-0.5538,-0.6985,-0.755,-0.5521,0.1441,-1.0584
TCGA-AR-A24M,not_cohort,0.548,1.016,0.6892,0.5429,-0.5601,-0.0844,0.5221,-0.1832,-0.0151,-0.1224,0.0344,-0.6733,1.1691,-1.1959,0.8068,0.7886,0.6591,-1.101,-0.3129,-0.4301,-0.0474,0.1779,-0.4399,-1.2343,-1.2584,-0.0157,0.5404,-0.1953
TCGA-AR-A24N,not_cohort,-0.3279,0.284,0.93,0.7514,-0.0435,0.7906,0.1362,-0.7248,0.2661,-0.1965,-0.4066,0.2897,0.9049,-0.8602,0.9132,-0.7193,-0.1703,-0.1361,-0.9328,-0.1055,-0.256,0.0147,-0.732,-0.3488,0.4327,0.9062,-0.804,-0.4727
TCGA-AR-A24O,cohort,0.188216667,-1.2475,0.3332,0.15,0.5647,0.4335,0.7086,0.7659,-0.3605,-0.6555,-0.0591,-0.2386,1.1524,0.168,0.7657,0.536,0.9758,0.3391,1.3908,-0.8936,0.5056,0.9655,0.3153,0.571,-0.8885,-0.9178,0.3616,0.1037
TCGA-AR-A24P,not_cohort,0.3779,-0.0336,0.6067,0.7006,0.003,0.5418,0.4882,0.1289,-0.1735,0.2603,-0.1693,0.1541,0.7817,0.4373,0.9221,0.533,0.5344,-0.2482,0.0501,0.1873,0.8889,0.3071,-0.4223,-0.213,-0.6525,-0.3748,0.4857,0.0971
TCGA-AR-A24Q,not_cohort,1.5726,-0.0215,-1.129,-1.9421,0.9845,1.1577,1.7295,1.2879,-0.0985,-0.595,2.3069,-0.5248,-0.6295,0.222,1.0137,0.94,1.857,0.7565,0.3857,1.1241,0.971,0.7927,0.1211,0.677,1.2237,-0.1411,0.5371,-0.0804
TCGA-AR-A24R,not_cohort,-0.1651,1.1879,0.4355,0.6044,1.5721,0.4679,-0.8282,-0.963,1.0485,-0.5111,0.4606,0.1814,0.3997,-0.4857,0.3139,0.0146,-0.2149,0.5155,-0.3713,0.17,-1.1433,0.5044,0.1834,0.3748,-1.2584,1.3408,-0.1213,-1.6505
TCGA-AR-A24S,not_cohort,0.165,-0.2575,0.601,0.4597,-1.4603,1.3802,0.2273,0.5523,-0.4283,-0.8507,0.6378,-0.8987,0.8395,1.1731,1.3816,-0.2395,-0.1023,0.6676,0.5235,0.0394,0.4746,1.4246,2.3407,0.3797,-0.5011,-1.0308,-0.3335,0.1852
TCGA-AR-A24T,cohort,0.123033333,-1.7347,0.4463,0.5609,-0.2243,-1.2236,1.021,0.4796,-0.1359,-0.1323,0.134,-0.792,1.48,0.3118,0.9502,0.1533,1.4937,-0.28515,0.7148,-0.0701,-0.6823,0.3281,0.6701,-0.3546,-0.6997,-1.0582,0.3829,0.2191
TCGA-AR-A24V,not_cohort,0.2569,0.2617,0.3142,0.1616,0.7708,0.128,0.86,0.9148,-0.5042,-0.2318,-0.2949,0.7488,0.4087,-0.5703,2.0425,-0.1881,1.1092,-1.1252,0.2472,0.1294,1.241,0.4174,0.693,-0.5347,1.0364,0.9825,0.1085,-0.9072
TCGA-AR-A24W,not_cohort,1.5577,0.6034,0.6173,0.0147,0.3113,-1.8069,1.4776,0.2247,-0.6467,-0.3754,0.3201,-0.911,0.9732,1.4144,-0.1759,1.1724,0.7912,-0.6153,0.6738,0.1531,1.5851,-0.2665,-1.211,-0.5164,-1.2584,0.1662,1.0122,0.4163
TCGA-AR-A24X,not_cohort,-0.0919,-2.4437,0.1276,0.4426,-0.4797,-0.2613,0.0897,-0.828,-0.1384,0.1822,1.1926,-0.2867,1.2961,0.5555,0.7758,0.0772,0.1394,0.8296,-0.8738,0.096,0.5264,0.3228,-1.4324,0.1407,-0.8085,-0.2297,0.0013,0.8657
TCGA-AR-A24Z,not_cohort,-0.82,0.9781,1.1169,0.2922,0.427,1.1186,-1.5311,-1.7389,0.3667,-0.7157,-0.3204,0.1861,0.8497,-0.5651,0.1033,-2.363,-0.481,-0.95,-0.6728,-0.5219,0.4189,-0.0346,0.1377,-0.7379,0.3352,-0.9423,-2.2939,-2.3843
TCGA-AR-A251,not_cohort,2.0468,-0.4798,-1.0101,-1.4014,0.1972,1.7611,0.4735,0.1615,2.0612,-1.1121,1.9167,-0.3054,-1.2297,0.5201,0.1079,-0.4629,0.1913,0.2518,-0.3233,0.5757,-0.1237,0.4423,-0.1623,-0.2538,-0.2004,-1.2628,0.918,-0.7612
TCGA-AR-A252,not_cohort,0.9024,1.2072,0.3746,-0.0748,-0.0364,0.0741,-0.2539,0.3855,1.4328,-1.6221,-0.0222,-1.7491,0.7512,-0.3413,0.0051,-0.0478,0.527,1.6157,1.2577,-1.1699,1.2924,2.3268,1.2717,1.7469,-1.1406,-2.5341,0.0894,-0.3408
TCGA-AR-A2LK,not_cohort,-0.488,0.054,1.0393,0.5584,-0.2127,1.0853,-0.3711,-0.5113,0.1309,-0.3485,0.5617,-0.0611,1.2392,1.045,0.5582,-0.4504,-0.4103,-1.1265,-0.9052,-1.5311,-0.7959,0.271,0.6206,-0.5611,-1.1318,-0.0909,-0.5345,-0.7461
TCGA-AR-A2LL,not_cohort,-1.0418,-2.0205,1.1285,0.6318,1.3825,-0.6284,-1.5858,-0.3951,-0.4137,0.7311,-0.5082,1.2124,1.2989,0.5905,-0.257,-0.4072,-1.1676,0.2542,-0.3726,-0.2825,-0.3682,0.2599,1.8067,-0.3807,-0.7903,0.0891,-0.6009,0.213
TCGA-AR-A2LM,cohort,0.112383333,-1.7298,0.3284,0.4572,-0.3173,-1.3316,0.4766,0.0727,-1.0417,0.3228,-0.3675,-0.1789,1.3935,-0.0866,0.775,0.5058,0.6156,-0.0944,-0.2691,0.3873,0.7342,0.5505,-0.5819,0.2171,-0.8162,-0.2646,0.3857,-0.2534
TCGA-AR-A2LN,cohort,0.1658,-1.0516,0.1353,0.6175,0.2008,-2.1976,0.7858,0.6058,-0.886,-0.1763,-0.0925,-0.3016,0.0496,1.0655,0.6453,0.3649,0.5408,0.4074,2.0351,0.3288,-0.2186,0.5344,-0.498,0.1948,-0.9602,-0.1526,0.8485,0.2653
TCGA-AR-A2LO,cohort,0.1735,-1.0745,0.1283,0.3072,0.0399,-0.4231,0.3689,-0.0452,-0.699,-0.0363,0.9545,-0.3397,0.8316,1.5716,-0.34,1.0308,0.3598,0.63025,0.8544,0.1487,0.4352,0.9943,-0.0205,1.0757,-0.313,0.184,0.9839,0.4649
TCGA-AR-A2LQ,not_cohort,1.3231,-0.9681,-0.272,-0.623,-0.9923,-0.7285,1.5011,1.113,-0.7039,0.2457,-0.3328,-0.3868,-0.242,0.747,1.0088,0.8295,1.9175,-0.1825,1.4813,0.8371,-0.1534,0.2507,0.3517,-0.3146,-0.8603,-0.7202,1.2013,0.0895
TCGA-B6-A1KC,not_cohort,-0.766,0.9869,0.5914,1.2356,-0.538,0.0338,-1.2893,-1.5316,-1.4152,-0.5775,0.11,0.3763,-1.1841,0.6568,-1.4055,-1.8963,-1.1249,-1.6456,-1.0979,-1.4158,1.2114,-0.639,-0.6232,-1.513,-1.1315,-1.9471,-2.0511,0.0346
TCGA-B6-A1KI,not_cohort,-0.3199,0.6129,0.9691,0.5243,-0.8446,-1.7097,0.3145,-0.0017,-1.1105,0.336,0.4356,0.7762,0.4457,-1.9294,-0.0015,-0.5675,0.5693,-1.071,1.2712,-0.0937,0.0226,-1.5603,-2.3091,-1.0134,-1.2584,-0.3944,-0.676,-0.9115
TCGA-B6-A401,not_cohort,-0.6838,0.6702,0.3537,0.0018,-0.0645,-0.6693,0.5273,0.4276,-1.5478,0.3009,1.0429,1.2525,1.1393,0.3642,0.895,0.8405,-0.3619,1.2986,-0.2767,0.9175,0.2545,0.1343,0.8357,0.4851,0.7664,1.2945,0.6267,-0.1584
TCGA-B6-A408,not_cohort,-1.6143,-0.2028,0.87,0.8002,0.1225,-1.3177,-0.1806,0.3321,0.018,-0.0091,-0.2759,0.3429,0.5083,-0.8264,0.2244,0.2913,-0.7267,0.6284,0.0934,-1.3802,0.7711,0.4112,0.4905,0.8192,-0.7218,0.723,-0.1112,-0.2291
TCGA-B6-A40B,not_cohort,-0.9888,-2.1284,0.0326,0.6271,0.6673,-0.4172,0.2026,0.4609,-0.3003,0.4015,0.9078,1.1943,0.6653,1.7819,0.437,1.1772,-0.1309,-0.6652,-0.3397,1.2466,-0.423,-1.1394,-0.5032,-0.8422,-0.571,1.2903,0.8589,0.2916
TCGA-B6-A40C,not_cohort,-0.8113,-0.8947,-0.2656,0.9377,-0.459,0.2012,0.8727,0.4162,-0.2457,0.1391,0.8038,0.2493,0.8569,0.4259,0.4573,0.1344,-0.1408,-0.3651,0.6485,0.3542,0.8342,-0.2145,0.1432,0.0595,0.5196,0.0834,-0.0033,0.384
TCGA-BH-A0AY,not_cohort,0.0258,-0.3092,0.2026,0.559,-0.723,0.0723,0.7821,1.2385,1.3261,-0.7734,0.3834,0.357,0.6322,-0.058,0.9163,-2.4463,0.307,-0.7739,1.584,0.4876,-0.9449,0.1147,0.966,0.5777,-1.2584,0.6924,-2.0829,0.3831
TCGA-BH-A0AZ,not_cohort,0.8658,0.2827,0.0572,0.6977,-0.1214,-0.4643,1.1829,1.2528,-0.2206,-0.2915,-0.0109,-0.0312,-0.115,-0.654,1.8028,0.7306,1.9398,-0.7869,1.0745,-1.0136,-0.2148,0.0218,-0.012,0.3,-1.2584,-0.7147,0.5554,-0.2136
TCGA-BH-A0B0,not_cohort,0.1998,-0.0226,0.2891,0.2777,-1.5887,-0.5365,0.7103,1.4764,-0.7,-0.682,0.3909,-0.2331,-0.3421,-1.1949,1.0097,0.0589,1.1173,0.8022,1.7897,0.612,-0.3067,0.485,0.4066,0.975,-0.7739,0.0773,0.0349,0.6346
TCGA-BH-A0B1,not_cohort,0.1238,0.5591,0.7942,0.2752,0.9194,-0.6375,-0.0966,-0.0828,0.2988,-0.3451,-0.4263,0.7817,1.3013,0.0012,0.0604,0.6478,0.275,-0.091,1.1043,-0.545,-0.7484,-0.3798,-0.761,-0.385,-0.5084,0.1338,1.0362,-1.3169
TCGA-BH-A0B5,not_cohort,0.3167,-0.2608,0.0437,0.5553,-0.2929,1.3423,0.4317,-0.0693,0.3067,-0.0126,0.5856,-0.1182,0.4289,0.0621,0.5166,0.4546,-0.0036,0.2453,0.4749,0.8421,-0.909,0.2568,0.4371,0.3306,-0.562,0.474,0.3381,-0.8007
TCGA-BH-A0B8,not_cohort,-0.2515,0.3417,0.9301,0.8066,-0.589,0.2669,-0.1189,-0.6515,-1.3466,0.134,0.8085,0.2632,0.0442,1.376,0.3573,0.1829,-0.2827,-0.624,0.4365,-1.3341,1.3206,-0.5781,-0.2869,-0.5334,-0.542,-0.8672,1.037,0.1518
TCGA-BH-A0BA,cohort,0.144366667,0.6553,0.5166,0.4121,-1.2695,-0.2499,0.1583,-0.3517,-0.76,-0.0312,-0.2382,-1.5932,-0.0502,-0.5099,-0.7407,0.8524,0.3923,0.33065,0.9903,0.5786,-0.785,0.5131,-1.3378,0.3488,-1.2584,-0.4963,0.642,-0.758
TCGA-BH-A0BC,not_cohort,0.1599,0.3871,0.8033,0.3488,-1.246,0.4101,0.2207,0.5693,-1.0832,-1.0358,0.3827,-0.4574,0.2842,-0.5644,0.076,0.6666,0.3736,0.2749,1.5933,-0.2692,0.455,0.344,1.3933,0.6663,-1.1386,-0.6146,0.65,0.5279
TCGA-BH-A0BD,not_cohort,0.1904,0.5438,0.2124,0.5789,-0.3512,1.2235,-0.2671,-0.1179,0.0261,-0.51,0.7415,-0.4396,1.6667,-0.0036,0.1247,0.3688,0.3136,0.3974,1.0312,0.2263,0.6698,0.4635,0.9467,0.7158,1.2358,0.5209,0.253,-0.2624
TCGA-BH-A0BF,not_cohort,0.0899,-0.2796,-0.2619,0.1288,0.0336,0.5475,0.6373,0.5237,0.2444,-0.8292,0.7243,-0.2979,0.2848,0.6613,1.8687,-0.0161,1.1052,0.979,1.0575,0.1137,0.7176,1.5394,1.4253,1.507,-0.0565,0.8971,0.0037,-0.746
TCGA-BH-A0BJ,cohort,0.100916667,0.8572,0.2763,0.524,-1.1896,-0.8552,0.2476,0.2835,-0.7179,0.017,0.3583,-0.1131,1.0185,-0.7067,0.4031,0.2688,0.5712,-0.0521,0.7476,0.0157,1.422,0.1602,0.2406,0.3009,-1.2584,-0.4797,0.4201,0.2384
TCGA-BH-A0BM,not_cohort,0.8054,0.2215,0.3086,0.6255,0.2195,-2.7639,1.2037,0.7296,-0.8111,-0.1822,-0.5734,0.0549,-0.2143,-0.0158,-0.3909,1.0074,0.8504,0.5402,-0.2718,0.7724,-0.7013,-0.6288,-1.3379,-0.0384,-0.8856,-0.3164,1.0211,1.8327
TCGA-BH-A0BO,cohort,0.183233333,0.14,0.5306,-0.5523,0.5096,-1.7003,0.6968,0.7084,-0.5137,-0.2252,-0.0825,0.5116,0.5535,2.0434,-0.2087,1.1219,1.2656,0.0748,1.4989,0.7548,0.8071,0.694,-0.0332,-0.5423,-1.1307,0.4836,1.1953,-0.2359
TCGA-BH-A0BP,not_cohort,0.5116,0.3843,0.6018,-0.057,1.0827,-0.7024,0.5676,0.8216,-1.1295,-0.9111,-0.5461,-1.3009,-0.5648,0.1606,0.5961,0.8902,-0.0226,-0.2565,1.5196,-0.7662,-1.0649,-0.5455,0.2381,-0.5189,-1.2584,0.0497,0.6543,-0.3849
TCGA-BH-A0BR,not_cohort,0.4357,1.0939,-0.3575,0.0255,-1.0456,0.3102,0.764,0.8701,1.6549,-0.3013,0.1738,0.1106,-0.9335,-1.1429,1.4183,0.1907,1.0001,-0.5946,0.7698,1.1177,0.0299,0.3786,1.0664,0.2837,0.4449,0.7407,0.1385,-1.0312
TCGA-BH-A0BS,not_cohort,-0.5771,0.8249,1.0973,0.8399,-0.8274,-0.1059,-0.3107,-1.5388,1.3332,0.303,-0.0743,0.0525,0.4871,-1.6027,-0.682,0.2727,-1.4001,-1.5488,-0.6575,-1.1849,0.9634,-1.1023,-1.4318,-1.8801,0.5424,-0.5267,0.0914,-0.226
TCGA-BH-A0BT,not_cohort,-0.3645,-0.0881,0.3673,0.3925,-0.154,-1.2769,0.1918,-0.4325,-0.3717,0.6435,1.4059,1.6197,1.0834,-0.4469,-0.2348,0.5159,-0.4321,0.5264,-0.3963,1.2409,-1.4695,-0.3487,-0.9807,0.3149,0.0355,1.3089,0.3767,0.6975
TCGA-BH-A0BV,not_cohort,-0.2665,0.8038,0.8315,0.6215,-0.8242,0.1368,0.0614,-0.0179,-0.2117,-0.2655,0.7893,-1.1283,1.0324,-0.1784,0.6671,-0.1341,0.2626,-0.56,-0.6092,-1.6085,-1.3855,0.5891,0.5845,0.6202,-1.2584,-0.2622,-0.3952,-1.399
TCGA-BH-A0BZ,not_cohort,-0.3394,0.4502,0.3381,-0.0188,1.2934,0.339,0.8866,0.4219,-0.1608,-0.1744,-0.7046,0.8207,-0.9154,-1.0408,1.0989,0.2689,0.5222,0.2177,0.3399,1.1279,-0.9118,0.956,1.3702,1.3237,-1.2584,1.7873,0.2141,-1.0026
TCGA-BH-A0C1,not_cohort,0.2617,-2.2008,0.3973,0.4433,-1.5261,0.6996,-0.2846,-0.1646,-0.1449,-0.0524,0.7477,-0.4014,1.013,0.8507,1.1045,-0.229,-0.3507,-0.4566,0.9223,0.4316,-0.8745,0.6375,-0.5739,0.823,-0.7879,0.1811,-0.2342,-0.0535
TCGA-BH-A0C3,not_cohort,1.3221,0.0953,0.1047,-0.6986,-0.2253,0.7156,-0.1613,0.9363,0.3163,-0.2422,-1.151,0.4743,-0.1108,0.0584,0.2179,-0.5739,0.9611,0.5697,2.4531,-0.4971,-1.0841,0.8968,0.4506,0.7207,-1.2584,0.3391,-0.3647,-0.7759
TCGA-BH-A0DE,cohort,0.079766667,0.2734,0.3892,0.2555,0.5286,-0.9657,0.2787,0.7962,-0.9731,0.3779,-0.5011,0.3455,0.5051,0.5177,0.2765,0.7808,0.1557,-0.07475,1.5123,-0.0018,-0.0494,0.3543,0.1131,0.216,-0.992,-0.6144,0.6898,-0.3575
TCGA-BH-A0DG,cohort,0.118983333,1.0875,0.1222,0.3602,2.0574,0.5539,1.0243,0.7137,0.134,-0.535,1.3337,-0.6097,-0.4352,-0.2737,1.231,0.4742,0.8628,0.54975,1.127,0.1044,-0.9948,0.5291,1.0242,0.6933,-1.1002,-0.2121,0.4467,-0.2871
TCGA-BH-A0DH,not_cohort,-0.6873,0.4105,0.5974,0.5134,0.3308,-0.2094,-0.0776,1.4759,-1.0364,0.1893,0.0226,0.8532,0.671,-2.2232,-0.2412,0.4075,-1.0637,-0.9629,-0.2245,0.6286,-1.0031,-0.3481,-0.1048,-0.1068,-1.1134,0.6306,0.356,-0.4372
TCGA-BH-A0DI,not_cohort,0.8282,0.9151,0.0707,0.0919,0.2676,-0.4949,1.5193,1.2155,-1.4333,0.147,-0.2774,-0.4289,0.1305,0.0365,1.5121,0.9093,1.0655,0.6156,1.2802,0.4292,0.2471,0.3491,0.9256,0.5043,-0.8144,0.0358,0.8211,-0.318
TCGA-BH-A0DK,not_cohort,0.8785,0.6575,0.2563,0.365,0.4176,0.6758,0.7609,0.6972,0.1406,-0.927,0.4941,0.1332,0.6845,0.7584,0.5499,0.5204,1.0659,1.1638,1.1383,-1.0877,-0.4752,1.3587,0.6778,1.5963,-0.3419,0.287,1.1965,-0.4692
TCGA-BH-A0DL,not_cohort,3.62,0.3235,-0.2596,-1.2505,-0.4833,1.0214,-1.7342,-0.714,0.5734,-1.3451,0.4316,0.3949,-1.5218,0.4585,-0.036,0.9245,0.8628,0.4513,-0.5142,-0.9184,1.2818,0.9751,1.243,0.7492,1.1772,-5.6126,1.8831,-1.0386
TCGA-BH-A0DO,not_cohort,0.7164,0.0514,1.0083,0.5382,-0.6748,-1.8633,0.8219,-0.6873,-0.6699,0.0018,0.6082,-0.0862,0.988,-0.019,-1.1416,1.015,0.0991,0.9942,0.6369,0.2368,-0.1295,-0.4372,-1.4784,-0.4581,-1.0095,-0.7049,0.8137,0.282
TCGA-BH-A0DP,cohort,0.058866667,-0.5093,0.7192,0.6572,-0.9995,-0.8916,0.3748,0.4498,-1.1816,-0.2189,0.1876,-2.7007,1.3025,0.5049,0.3507,0.9898,0.4284,0.1996,0.7435,0.3076,0.5682,0.2477,0.2958,0.3518,0.2141,-0.4417,0.8067,0.8949
TCGA-BH-A0DQ,not_cohort,0.1783,0.8001,0.2809,0.4252,-0.0405,-0.2617,1.4139,1.4155,0.3904,-0.593,0.4406,0.5007,0.8292,-0.9902,1.1214,0.2893,1.0066,-0.2823,1.3635,0.4389,-0.64,-0.3351,0.3283,-0.2333,-0.8952,1.2586,-0.0195,-0.7694
TCGA-BH-A0DS,not_cohort,-0.8229,-0.5276,0.5408,0.7285,0.3082,-1.3082,0.1908,0.7626,-0.5305,-0.0313,-0.3794,0.3463,0.7062,-1.1545,0.4503,-0.9718,0.0601,0.6667,0.4958,0.6941,0.0062,0.169,1.1175,0.3057,-0.2119,0.1381,-1.3472,0.3493
TCGA-BH-A0DT,cohort,0.081916667,-0.1102,0.4106,0.8873,-0.3039,-0.5163,0.5357,-0.1033,-0.4624,0.1123,1.0154,-0.3779,1.2249,0.7758,0.4292,0.7778,0.7358,0.35065,0.6906,0.1844,1.205,0.4342,-0.6255,0.5587,0.4287,0.1763,0.6794,0.609
TCGA-BH-A0DV,not_cohort,0.8046,0.1137,0.342,0.1479,-0.7857,-1.3971,1.3592,1.8975,-0.5658,-0.1014,0.1955,0.0736,0.1854,0.7439,1.1319,0.7291,0.8532,0.2807,2.7991,0.4345,-0.1735,-0.1473,0.387,0.2224,-1.0464,-0.2821,0.7224,0.4156
TCGA-BH-A0DX,not_cohort,-0.0004,1.4015,0.8095,0.4813,-0.759,0.3426,0.3936,1.424,1.0263,-0.9308,-0.0546,-1.0389,-0.5965,-0.1011,1.0536,-0.1291,0.9525,-0.17,0.821,0.1742,0.227,0.1748,2.5811,0.1075,-1.2584,-0.0342,-0.1226,-0.4716
TCGA-BH-A0E1,not_cohort,-0.0458,-0.0145,0.5085,0.4437,-0.3251,1.2102,0.3305,-0.192,0.1395,-0.4913,0.2167,-0.25,1.7035,0.1495,-0.3382,0.5224,0.2551,-0.7654,-0.0725,-0.016,0.4944,-0.8206,0.0397,-1.2152,-0.5461,0.0127,0.4188,0.1501
TCGA-BH-A0E2,not_cohort,-0.2581,0.7209,0.4695,1.0034,1.0894,0.9198,0.9595,0.3651,1.6857,-0.8198,0.7178,-0.2829,0.4644,0.5126,0.2477,0.5869,0.4063,-0.4869,-1.549,-1.2859,-0.3015,-0.0383,-1.1215,0.1542,-0.122,-0.6337,1.0318,0.4609
TCGA-BH-A0E7,not_cohort,-1.172,0.7617,0.8951,0.5434,-0.1782,-0.3009,-0.6505,-1.0422,-0.6067,-0.0776,-0.3896,0.6047,1.8899,-2.4459,0.1661,-1.3344,-0.2064,-1.5789,-0.6236,0.6137,0.4263,-1.1546,-0.1517,-2.0309,-1.0521,0.7506,-1.5179,-0.9624
TCGA-BH-A0E9,cohort,0.206216667,-0.6437,0.8034,0.592,-0.9344,-0.4912,1.0026,0.1374,-0.912,0.2301,0.022,-0.2166,0.8726,0.3279,-1.1364,1.315,1.3069,0.3015,1.2407,0.286,0.3978,0.3347,-0.799,0.4822,-1.0725,-0.4967,1.2951,0.2877
TCGA-BH-A0EA,cohort,0.105066667,-0.3347,0.5769,1.1637,-0.7925,-2.4123,1.2751,1.1104,-1.4861,0.2587,0.6087,-0.9838,0.0817,0.3152,-0.0541,1.2811,0.4327,0.04185,1.7277,0.0811,0.495,-0.3037,-0.2885,-0.2031,0.5179,-0.6276,1.0463,0.6548
TCGA-BH-A0EB,not_cohort,-0.1913,0.638,1.0282,0.4467,-0.278,-0.7371,0.6274,0.1403,-0.4015,-0.1824,0.8798,-0.332,0.5563,-1.2122,0.6326,0.4353,0.4744,-0.3334,0.9511,-0.5274,-0.5182,0.7601,0.9666,0.6137,-1.2584,-0.167,0.2683,-0.0254
TCGA-BH-A0EI,not_cohort,-0.1805,0.5168,0.3392,1.0675,0.0904,-0.0351,0.5791,0.6591,-0.4746,-0.2085,-0.7621,0.5642,-0.2847,-1.2672,1.5937,-0.0883,0.6111,-1.7371,-0.1178,-0.2078,1.2915,-0.8637,-0.3263,-1.4833,0.4516,0.3816,-0.1938,0.3229
TCGA-BH-A0GY,not_cohort,0.0862,0.7851,0.0954,0.3381,-0.0594,-0.1026,-0.1091,-0.2524,1.4295,-0.4603,0.8762,0.5918,1.3366,0.5606,0.7004,0.4925,0.3548,0.5719,-0.0876,0.8722,-0.7694,0.5062,0.3488,0.1126,-0.0469,2.1589,1.1387,-1.3237
TCGA-BH-A0GZ,not_cohort,-0.5768,0.818,0.8787,0.3097,0.7984,-1.3519,0.9454,0.5796,-0.8456,-0.2261,1.1755,1.1477,0.8095,-1.5392,0.4657,0.2641,0.7345,-0.8901,0.1569,0.2659,-0.5615,-1.0195,-0.8495,-0.3969,0.1943,1.5556,0.9577,-0.0438
TCGA-BH-A0H0,not_cohort,-0.9947,1.1045,0.6283,0.7403,-0.7792,0.303,-2.2925,-2.1311,-0.6704,-0.0228,-0.5654,0.559,-0.8357,0.4579,-2.2538,-0.7888,-1.9105,-0.5241,-0.3962,-0.2241,1.4759,-0.4793,-1.2588,-0.5787,-1.1502,-0.3277,-0.9751,-0.565
TCGA-BH-A0H3,cohort,0.109066667,0.0076,0.4265,0.761,-0.4473,-1.0881,0.3614,0.4494,0.3497,-0.0068,0.7959,-0.7023,0.714,0.5927,0.3497,0.6293,1.2992,0.04175,0.7604,0.0228,0.5378,0.4141,-0.5876,0.3684,-0.527,-0.7018,0.5587,0.522
